text,aspect,sentiment,is_implicit,prediction
I was concerned that the downgrade to the regular hard drive would make it unacceptably slow but I need not have worried - this machine is the fastest I have ever owned...,regular hard drive,positive,True,neutral
This one still has the CD slot.,CD slot,neutral,True,neutral
No HDMI port.,HDMI port,neutral,False,negative
I had to install Mountain Lion and it took a good two hours.,install Mountain Lion,negative,True,neutral
Customization on mac is impossible.,Customization,negative,False,negative
I am replacing the HD with a Micron SSD soon.,HD,neutral,True,neutral
I am replacing the HD with a Micron SSD soon.,Micron SSD,neutral,True,neutral
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,two finger clicking,positive,False,positive
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,right click button,neutral,False,neutral
The SuperDrive is quiet.,SuperDrive,positive,False,positive
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power plug,negative,True,negative
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power adaptor,neutral,True,neutral
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,battery,neutral,True,neutral
"The battery was completely dead, in fact it had grown about a quarter inch thick lump on the underside.",battery,negative,False,negative
if yo like practicality this is the laptop for you.,practicality,positive,False,positive
The OS is great.,OS,positive,False,positive
I tried several monitors and several HDMI cables and this was the case each time.,monitors,neutral,True,neutral
I tried several monitors and several HDMI cables and this was the case each time.,HDMI cables,neutral,True,negative
"CONS: Price is a bit ridiculous, kinda heavy.",Price,negative,False,negative
The troubleshooting said it was the AC adaptor so we ordered a new one.,AC adaptor,neutral,True,negative
Fan only comes on when you are playing a game.,Fan,neutral,True,neutral
Fan only comes on when you are playing a game.,playing a game,neutral,True,neutral
"Which it did not have, only 3 USB 2 ports.",USB 2 ports,neutral,False,negative
No startup disk was not included but that may be my fault.,startup disk,neutral,False,negative
"There is no ""tools"" menu.","""tools"" menu",neutral,True,negative
It is very fast and has everything that I need except for a word program.,word program,negative,False,negative
Needs a CD/DVD drive and a bigger power switch.,CD/DVD drive,neutral,True,negative
Needs a CD/DVD drive and a bigger power switch.,power switch,negative,False,negative
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 7,negative,False,neutral
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 8,negative,False,neutral
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,install,positive,False,positive
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,configure for ADSl cable or wifi,positive,False,positive
Nice packing.,packing,positive,False,positive
"I switched to this because I wanted something different, even though I miss windows.",windows,positive,False,negative
"Apple no longer includes iDVD with the computer and furthermore, Apple doesn't even offer it anymore!",iDVD,negative,False,negative
"I also wanted Windows 7, which this one has.",Windows 7,positive,False,positive
"At first, I feel a little bit uncomfortable in using the Mac system.",Mac system,negative,False,neutral
I am used to computers with windows so I am having a little difficulty finding my way around.,windows,neutral,True,neutral
It just works out of the box and you have a lot of cool software included with the OS.,works,positive,False,positive
It just works out of the box and you have a lot of cool software included with the OS.,software,positive,False,positive
It just works out of the box and you have a lot of cool software included with the OS.,OS,neutral,False,positive
its as advertised on here..... it works great and is not a waste of money!,works,positive,False,positive
Runs like a champ.....,Runs,positive,True,positive
Premium price for the OS more than anything else.,price,positive,False,negative
Premium price for the OS more than anything else.,OS,neutral,False,neutral
"I was a little concerned about the touch pad based on reviews, but I've found it fine to work with.",touch pad,positive,False,neutral
"The sound as mentioned earlier isn't the best, but it can be solved with headphones.",headphones,neutral,True,neutral
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",OS,positive,False,positive
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",application,positive,True,positive
"If you ask me, for this price it should be included.",price,negative,True,negative
The battery is not as shown in the product photos.,battery,negative,False,negative
Shipping was quick and product described was the product sent and so much more...,Shipping,positive,False,positive
the retina display display make pictures i took years ago jaw dropping.,retina display display,positive,False,positive
The Mac Mini is probably the simplest example of compact computing out there.,compact computing,positive,False,positive
"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated decision on which Mac to buy.",performance and feature set of the hardware,neutral,True,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",ports,neutral,True,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",FireWire 800,neutral,True,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Gigabit Ethernet,neutral,True,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",MagSafe port,neutral,True,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Microphone jack,neutral,True,neutral
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",ventilation system,negative,False,negative
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",watching videos,neutral,False,negative
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",playing steam games,neutral,False,negative
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",Acer support,neutral,True,neutral
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",operating system files,neutral,False,negative
It's been a couple weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).,keys,neutral,False,negative
"Many people complain about the new OS, and it's urgent for Apple to fix it asap!",OS,negative,False,negative
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,Lion,positive,False,positive
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,MAC OS,positive,False,positive
User upgradeable RAM and HDD.,RAM,positive,False,neutral
User upgradeable RAM and HDD.,HDD,positive,False,neutral
But I wanted the Pro for the CD/DVD player.,CD/DVD player,positive,False,neutral
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,os.x,neutral,False,neutral
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,positive,True,positive
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,neutral,True,positive
With the softwares supporting the use of other OS makes it much better.,OS,neutral,False,neutral
With the softwares supporting the use of other OS makes it much better.,softwares,neutral,False,positive
"I then upgraded to Mac OS X 10.8 ""Mountain Lion"".","Mac OS X 10.8 ""Mountain Lion""",neutral,True,neutral
"I was considering buying the Air, but in reality, this one has a more powerful performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.",performance,positive,False,positive
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.",built in screen size,neutral,False,neutral
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.","external 24"" LCD screen",neutral,True,neutral
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,install software,negative,True,negative
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,DVD slot,neutral,False,negative
"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a word processing program to do so.",word processing program,neutral,True,neutral
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","third-generation CPU (""Ivy Bridge"")",neutral,True,neutral
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.",fourth-generation Haswell CPU,neutral,True,neutral
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,Cd Rom,neutral,False,negative
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,features,negative,False,negative
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative,False,negative
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative,False,negative
and its not hard to accidentally bang it against something so i recommend getting a case to protect it.,case,neutral,False,neutral
I got this at an amazing price from Amazon and it arrived just in time.,price,positive,False,positive
"Every time I log into the system after a few hours, there is this endlessly frustrating process that I have to go through.",log into the system,negative,False,negative
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!","21"" LED screen",neutral,True,positive
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",SSD,neutral,True,neutral
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",set up,positive,False,positive
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",case,negative,False,negative
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",external power supply,neutral,False,negative
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",wireless mouse,neutral,True,neutral
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",pad,negative,False,negative
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",works,positive,False,positive
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",key board,neutral,True,negative
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",cost of ownership,neutral,True,neutral
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",price tag,neutral,True,neutral
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",features,positive,False,positive
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",VGA port,neutral,False,positive
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",HDMI,neutral,False,positive
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",ethernet,neutral,False,positive
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",USB ports,neutral,False,positive
The only thing I dislike about this laptop are the rubber pads found on the bottom of the computer for grip.,rubber pads,negative,False,negative
It's a decent computer for the price and hopefully it will last a long time.,price,neutral,False,positive
The nicest  part is the low heat output and ultra quiet operation.,heat output,positive,False,positive
The nicest  part is the low heat output and ultra quiet operation.,operation,positive,False,positive
I will upgrade the ram myself (because with this model you can you can do it) later on.,upgrade the ram,positive,True,neutral
The price is 200 dollars down.,price,positive,True,positive
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",built-in mic,neutral,False,negative
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",Mac OS 10.9,negative,False,negative
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",external microphones,neutral,True,negative
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,features,neutral,False,positive
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,shortcuts,neutral,False,positive
Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally unique and different.,IOS system,positive,False,neutral
air has higher resolution but the fonts are small.,resolution,positive,False,positive
air has higher resolution but the fonts are small.,fonts,negative,False,negative
"working with Mac is so much easier, so many cool features.",working,positive,False,positive
"working with Mac is so much easier, so many cool features.",features,positive,False,positive
I like the brightness and adjustments.,brightness,positive,False,positive
I like the brightness and adjustments.,adjustments,positive,False,positive
I only wish this mac had a CD/DVD player built in.,CD/DVD player,neutral,False,negative
The only thing I miss is that my old Alienware laptop had backlit keys.,backlit keys,negative,False,negative
"The only thing I miss are the ""Home/End"" type keys and other things that I grew accustomed to after so long.","""Home/End"" type keys",neutral,True,negative
"So happy with this purchase, I just wish it came with Microsoft Word.",Microsoft Word,neutral,False,negative
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,memory,positive,False,positive
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,speed,positive,False,positive
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,flexibility,positive,True,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",speed,positive,True,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",simplicity,positive,True,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",design,positive,True,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",battery life,positive,False,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",display,positive,False,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",downloading apps,positive,False,positive
"The screen, the software and the smoothness of the operating system.",screen,positive,True,positive
"The screen, the software and the smoothness of the operating system.",software,positive,True,positive
"The screen, the software and the smoothness of the operating system.",operating system,positive,False,positive
i have dropped mine a couple times with only a slim plastic case covering it.,slim plastic case,neutral,True,neutral
I also made a recovery USB stick.,recovery USB stick,neutral,True,neutral
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",bass,negative,False,negative
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",sound,negative,False,negative
"The built quality is really good, I was so Happy and excited about this Product.",built quality,positive,False,positive
I am loving the fast performance also.,performance,positive,False,positive
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Bluetooth interface,negative,False,negative
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Mac OS,negative,False,negative
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",range,negative,False,negative
If you start on the far right side and scroll to your left the start menu will automatically come up.,start menu,neutral,True,neutral
My only gripe would be the need to add more RAM.,RAM,negative,False,negative
Fine if you have a touch screen.,touch screen,neutral,False,neutral
"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",games,neutral,True,neutral
"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",Photoshop,neutral,True,neutral
"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.","""WLAN"" card",neutral,True,neutral
"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.",LAN device drivers,neutral,True,neutral
"This by far beats any computer out on the market today built well, battery life AMAZING.",built,positive,False,positive
"This by far beats any computer out on the market today built well, battery life AMAZING.",battery life,positive,False,positive
"The OS is easy, and offers all kinds of surprises.",OS,positive,False,positive
I had to get Apple Customer Support to correct the problem.,Apple Customer Support,neutral,True,positive
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,Firewire 800,positive,False,positive
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,USB3,negative,True,negative
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,USB3,neutral,True,negative
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,MAC OS,negative,False,negative
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,Windows 7,positive,True,positive
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",iTunes,positive,False,positive
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",security,positive,False,positive
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",Mini form factor,positive,True,positive
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",graphics stuff,positive,False,positive
The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.,card reader,negative,True,negative
The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.,remove the card,negative,True,negative
"After replacing the spinning hard disk with an ssd drive, my mac is just flying.",spinning hard disk,neutral,True,negative
"After replacing the spinning hard disk with an ssd drive, my mac is just flying.",ssd drive,positive,False,positive
I know some people complained about HDMI issues but they released a firmware patch to address that issue.,HDMI,neutral,False,negative
I know some people complained about HDMI issues but they released a firmware patch to address that issue.,firmware patch,neutral,True,positive
With the needs of a professional photographer I generally need to keep up with the best specs.,specs,neutral,False,neutral
packing and everything was perfect,packing,positive,True,positive
I called Toshiba where I gave them the serial number and they informed me that they were having issues with the mother boards.,mother boards,neutral,False,negative
"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty, related to the graphics card.",Mother Board,negative,False,negative
"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty, related to the graphics card.",graphics card,negative,False,negative
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,4G of RAM,neutral,True,positive
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,8G of RAM,neutral,True,positive
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,performs,positive,False,positive
This computer is also awesome for my sons virtual home schooling.,virtual home schooling,positive,False,positive
Cost is more as compared to other brands.,Cost,negative,False,negative
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,operating system,positive,False,positive
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,size,positive,False,positive
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,weight,positive,False,positive
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,mobility,positive,False,positive
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,durability of the battery,positive,False,positive
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,functions provided by the trackpad,positive,False,positive
This hardware seems to be better than the iMac in that it isn't $1400 and smaller.,hardware,positive,False,positive
I've had it for about 2 months now and found no issues with software or updates.,software,neutral,False,positive
I've had it for about 2 months now and found no issues with software or updates.,updates,neutral,False,neutral
the latest version does not have a disc drive.,disc drive,neutral,False,negative
Screen - although some people might complain about low res which I think is ridiculous.,Screen,positive,False,positive
Screen - although some people might complain about low res which I think is ridiculous.,res,positive,False,negative
